kl_loss,recon_loss,loss,kl_weight,lr
0.21045511960983276,2.3980917930603027,2.3980917930603027,0.0,3.660737030015428e-05
0.2014046013355255,2.3221068382263184,2.3221068382263184,0.0,3.660737030015428e-05
0.20394456386566162,2.35862398147583,2.35862398147583,0.0,3.660737030015428e-05
0.20197461545467377,2.3453123569488525,2.345322370529175,5e-05,5.578270575938213e-05
0.20970270037651062,2.4408655166625977,2.440876007080078,5e-05,5.578270575938213e-05
0.21198712289333344,2.390960454940796,2.3909709453582764,5e-05,5.578270575938213e-05
0.20270851254463196,2.4302961826324463,2.43031644821167,0.0001,8.564899094051613e-05
0.21654900908470154,2.3755674362182617,2.37558913230896,0.0001,8.564899094051613e-05
0.212526336312294,2.328888416290283,2.3289096355438232,0.0001,8.564899094051613e-05
0.21537646651268005,2.324843168258667,2.324875593185425,0.00015000000000000001,0.0001232827057593821
0.21599331498146057,2.3085007667541504,2.308533191680908,0.00015000000000000001,0.0001232827057593821
0.2205011546611786,2.3902487754821777,2.390281915664673,0.00015000000000000001,0.0001232827057593821
0.22706353664398193,2.307107925415039,2.3071532249450684,0.0002,0.000165
0.2283567637205124,2.273310899734497,2.2733566761016846,0.0002,0.000165
0.23268276453018188,2.408740997314453,2.408787488937378,0.0002,0.000165
0.24049213528633118,2.2971556186676025,2.297215700149536,0.00025,0.00020671729424061788
0.2583790421485901,2.31878399848938,2.3188486099243164,0.00025,0.00020671729424061788
0.26677441596984863,2.2354466915130615,2.23551344871521,0.00025,0.00020671729424061788
0.28185322880744934,2.330218553543091,2.330303192138672,0.00030000000000000003,0.0002443510090594838
0.30094826221466064,2.3234598636627197,2.323550224304199,0.00030000000000000003,0.0002443510090594838
0.33127260208129883,2.077826976776123,2.0779263973236084,0.00030000000000000003,0.0002443510090594838
0.3547040820121765,2.2079544067382812,2.208078622817993,0.00035,0.00027421729424061787
0.3927592635154724,2.214806318283081,2.2149438858032227,0.00035,0.00027421729424061787
0.4167318344116211,2.160148859024048,2.160294771194458,0.00035,0.00027421729424061787
0.49779993295669556,2.0839264392852783,2.084125518798828,0.0004,0.0002933926296998457
0.5172461271286011,2.1711599826812744,2.1713669300079346,0.0004,0.0002933926296998457
0.5987919569015503,1.9768149852752686,1.977054476737976,0.0004,0.0002933926296998457
0.7467123866081238,1.9165672063827515,1.9169032573699951,0.00045000000000000004,0.0003
0.8037566542625427,1.9811933040618896,1.9815549850463867,0.00045000000000000004,0.0003
0.7159079313278198,2.1837191581726074,2.1840412616729736,0.00045000000000000004,0.0003
0.9328387975692749,1.9676833152770996,1.9681497812271118,0.0005,3.660737030015428e-05
1.2961113452911377,1.9658176898956299,1.966465711593628,0.0005,3.660737030015428e-05
0.9320846796035767,2.290323495864868,2.2907896041870117,0.0005,3.660737030015428e-05
1.1197911500930786,1.8930480480194092,1.8936638832092285,0.00055,5.578270575938213e-05
1.0996811389923096,1.8310281038284302,1.8316329717636108,0.00055,5.578270575938213e-05
1.3146381378173828,1.9737635850906372,1.9744865894317627,0.00055,5.578270575938213e-05
1.1188104152679443,1.976121187210083,1.9767924547195435,0.0006000000000000001,8.564899094051613e-05
1.2322207689285278,1.8780666589736938,1.8788059949874878,0.0006000000000000001,8.564899094051613e-05
1.7170323133468628,1.8451074361801147,1.8461376428604126,0.0006000000000000001,8.564899094051613e-05
1.2040857076644897,2.1428186893463135,2.143601417541504,0.0006500000000000001,0.0001232827057593821
1.9375280141830444,1.6242539882659912,1.6255134344100952,0.0006500000000000001,0.0001232827057593821
1.259493350982666,2.1815152168273926,2.1823339462280273,0.0006500000000000001,0.0001232827057593821
1.7699251174926758,1.6821560859680176,1.6833950281143188,0.0007,0.000165
2.0851800441741943,1.550856351852417,1.5523159503936768,0.0007,0.000165
1.8729956150054932,1.7919130325317383,1.7932240962982178,0.0007,0.000165
2.1933093070983887,1.5248439311981201,1.5264889001846313,0.00075,0.00020671729424061788
2.908137559890747,1.66016685962677,1.6623479127883911,0.00075,0.00020671729424061788
3.3571720123291016,1.635358452796936,1.637876272201538,0.00075,0.00020671729424061788
3.807323932647705,1.6711198091506958,1.6741657257080078,0.0008,0.0002443510090594838
4.270558834075928,1.4245076179504395,1.4279240369796753,0.0008,0.0002443510090594838
3.7624874114990234,1.4313358068466187,1.4343458414077759,0.0008,0.0002443510090594838
4.915687561035156,1.6399637460708618,1.6441420316696167,0.0008500000000000001,0.00027421729424061787
7.078364849090576,1.5232748985290527,1.5292915105819702,0.0008500000000000001,0.00027421729424061787
6.990649700164795,1.0600587129592896,1.0660008192062378,0.0008500000000000001,0.00027421729424061787
8.713266372680664,1.743106484413147,1.750948429107666,0.0009000000000000001,0.0002933926296998457
8.035149574279785,0.8739197850227356,0.8811514377593994,0.0009000000000000001,0.0002933926296998457
8.383129119873047,1.5766370296478271,1.5841819047927856,0.0009000000000000001,0.0002933926296998457
12.488302230834961,1.2874888181686401,1.2993526458740234,0.00095,0.0003
9.767451286315918,1.3874441385269165,1.3967232704162598,0.00095,0.0003
4.73422908782959,2.054649591445923,2.0591471195220947,0.00095,0.0003
7.947402000427246,1.2167682647705078,1.2247157096862793,0.001,3.660737030015428e-05
9.882728576660156,1.7310595512390137,1.7409422397613525,0.001,3.660737030015428e-05
16.562084197998047,1.035422444343567,1.0519845485687256,0.001,3.660737030015428e-05
12.812154769897461,1.4310179948806763,1.444470763206482,0.0010500000000000002,5.578270575938213e-05
9.590126991271973,1.5189340114593506,1.529003620147705,0.0010500000000000002,5.578270575938213e-05
7.762467384338379,0.8974071145057678,0.9055576920509338,0.0010500000000000002,5.578270575938213e-05
14.569740295410156,1.0199835300445557,1.0360102653503418,0.0011,8.564899094051613e-05
7.404090881347656,1.6543607711791992,1.6625052690505981,0.0011,8.564899094051613e-05
10.141618728637695,1.64364492893219,1.6548006534576416,0.0011,8.564899094051613e-05
10.705245971679688,1.3106509447097778,1.3229619264602661,0.00115,0.0001232827057593821
15.605806350708008,1.2001187801361084,1.2180655002593994,0.00115,0.0001232827057593821
4.068764686584473,1.9664196968078613,1.971098780632019,0.00115,0.0001232827057593821
9.946687698364258,1.5645716190338135,1.5765076875686646,0.0012000000000000001,0.000165
12.334542274475098,1.1853455305099487,1.200147032737732,0.0012000000000000001,0.000165
16.087419509887695,1.0892066955566406,1.1085115671157837,0.0012000000000000001,0.000165
9.043716430664062,1.173742413520813,1.1850470304489136,0.00125,0.00020671729424061788
13.765061378479004,1.427884578704834,1.445090889930725,0.00125,0.00020671729424061788
22.202621459960938,1.1228456497192383,1.1505988836288452,0.00125,0.00020671729424061788
19.512556076049805,1.1730767488479614,1.198443055152893,0.0013000000000000002,0.0002443510090594838
16.323190689086914,1.1659876108169556,1.1872076988220215,0.0013000000000000002,0.0002443510090594838
6.1091814041137695,2.5943617820739746,2.6023037433624268,0.0013000000000000002,0.0002443510090594838
30.88275146484375,0.9224644899368286,0.9641562104225159,0.00135,0.00027421729424061787
12.264108657836914,1.4737495183944702,1.49030601978302,0.00135,0.00027421729424061787
8.311105728149414,1.4918278455734253,1.5030478239059448,0.00135,0.00027421729424061787
17.158838272094727,1.0270110368728638,1.0510333776474,0.0014,0.0002933926296998457
38.762908935546875,1.0455946922302246,1.099862813949585,0.0014,0.0002933926296998457
11.5826416015625,1.879490852355957,1.8957065343856812,0.0014,0.0002933926296998457
20.793476104736328,1.3889315128326416,1.4190820455551147,0.0014500000000000001,0.0003
23.90959358215332,1.1004338264465332,1.1351027488708496,0.0014500000000000001,0.0003
83.36868286132812,0.8582448959350586,0.9791294932365417,0.0014500000000000001,0.0003
54.375038146972656,1.0781657695770264,1.1597282886505127,0.0015,3.660737030015428e-05
45.05448913574219,0.8748944997787476,0.942476212978363,0.0015,3.660737030015428e-05
12.43503475189209,1.4996716976165771,1.5183242559432983,0.0015,3.660737030015428e-05
40.010589599609375,0.9879459142684937,1.0499622821807861,0.0015500000000000002,5.578270575938213e-05
63.3726806640625,0.7884461283683777,0.8866738080978394,0.0015500000000000002,5.578270575938213e-05
15.26595687866211,1.6524620056152344,1.6761242151260376,0.0015500000000000002,5.578270575938213e-05
43.412654876708984,0.9083606004714966,0.977820873260498,0.0016,8.564899094051613e-05
49.9011344909668,1.1649882793426514,1.2448301315307617,0.0016,8.564899094051613e-05
43.54924392700195,0.8841151595115662,0.9537939429283142,0.0016,8.564899094051613e-05
67.20344543457031,1.0434746742248535,1.1543604135513306,0.00165,0.0001232827057593821
45.80194091796875,0.9112893342971802,0.9868625402450562,0.00165,0.0001232827057593821
8.117155075073242,1.2067774534225464,1.2201707363128662,0.00165,0.0001232827057593821
47.390289306640625,1.1710609197616577,1.2516244649887085,0.0017000000000000001,0.000165
52.384300231933594,0.9705269932746887,1.0595803260803223,0.0017000000000000001,0.000165
49.3846435546875,0.5725736021995544,0.6565275192260742,0.0017000000000000001,0.000165
71.29083251953125,0.9919797778129578,1.1167387962341309,0.00175,0.00020671729424061788
45.43941879272461,0.8370345234870911,0.9165534973144531,0.00175,0.00020671729424061788
57.08592224121094,1.08588707447052,1.1857874393463135,0.00175,0.00020671729424061788
49.58873748779297,0.8545670509338379,0.9438267946243286,0.0018000000000000002,0.0002443510090594838
119.674560546875,0.6271878480911255,0.8426020741462708,0.0018000000000000002,0.0002443510090594838
12.592954635620117,2.1685352325439453,2.1912026405334473,0.0018000000000000002,0.0002443510090594838
120.16914367675781,0.5429250001907349,0.7652379274368286,0.00185,0.00027421729424061787
33.47589874267578,1.138388752937317,1.2003191709518433,0.00185,0.00027421729424061787
